School Code,Academic Year,District Name,School Name,School Type,"Educational 
Option Type","Charter 
School 
(0=No, 1 = Yes)","Percent (%) 
Eligible FRPM 
(K-12)"
6004154,2019,Mt. Diablo Unified,Meadow Homes Elementary,Elementary Schools (Public),Traditional,0,90.8
6004600,2019,West Contra Costa Unified,Bayview Elementary,Elementary Schools (Public),Traditional,0,90.8
1035831,2019,Fresno Unified,Roosevelt High,High Schools (Public),Traditional,0,90.8
6010102,2019,Standard Elementary,Wingland Elementary,Elementary Schools (Public),Traditional,0,90.8
6014708,2019,Lancaster Elementary,Linda Verde Elementary,Elementary Schools (Public),Traditional,0,90.8
132027,2019,Los Angeles Unified,University Preparatory Value High,High Schools (Public),Traditional,1,90.8
1939859,2019,Los Angeles Unified,Woodrow Wilson Senior High,High Schools (Public),Traditional,0,90.8
6110977,2019,Los Angeles Unified,Walnut Park Elementary,Elementary Schools (Public),Traditional,0,90.8
6105621,2019,Palmdale Elementary,Desert Rose Elementary,Elementary Schools (Public),Traditional,0,90.8
6025407,2019,Delhi Unified,El Capitan Elementary,Elementary Schools (Public),Traditional,0,90.8
6109797,2019,Desert Sands Unified,Indio Middle,Intermediate/Middle Schools (Public),Traditional,0,90.8
6052872,2019,Modesto City Elementary,Wilson Elementary,Elementary Schools (Public),Traditional,0,90.8
6053342,2019,Yuba City Unified,April Lane Elementary,Elementary Schools (Public),Traditional,0,90.8
6054753,2019,Waukena Joint Union Elementary,Waukena Joint Union Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,90.8
6059448,2022,Rialto Unified,Frisbie Middle,Intermediate/Middle Schools (Public),Traditional,0,90.79497908
6029136,2023,Magnolia Elementary,Esther L. Walter,Elementary Schools (Public),Traditional,0,90.79497908
0126391,2022,Los Angeles Unified,Lucille Roybal-Allard Elementary,Elementary Schools (Public),Traditional,0,90.79229122
0111989,2023,Los Angeles Unified,Charles H. Kim Elementary,Elementary Schools (Public),Traditional,0,90.79229122
6094569,2023,Woodlake Unified,Francis J. White Learning Center,Elementary Schools (Public),Traditional,0,90.79229122
0135608,2023,Ravenswood City Elementary,KIPP Valiant Community Prep,Elementary Schools (Public),Traditional,1,90.79159935
6110928,2021,Moreno Valley Unified,Seneca Elementary,Elementary Schools (Public),Traditional,0,90.78947368
6054126,2022,Kings River Union Elementary,Kings River Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,90.78947368
6033914,2021,Sacramento City Unified,Edward Kemble Elementary,Elementary Schools (Public),Traditional,0,90.78694818
0133884,2021,Los Angeles Unified,California Collegiate Charter,K-12 Schools (Public),Traditional,0,90.78341014
0127498,2023,Los Angeles County Office of Education,Environmental Charter Middle - Inglewood,Intermediate/Middle Schools (Public),Traditional,1,90.78212291
6032056,2021,Lake Elsinore Unified,Machado Elementary,Elementary Schools (Public),Traditional,0,90.78014184
6006878,2022,Kings Canyon Joint Unified,Washington Elementary,Elementary Schools (Public),Traditional,0,90.77809798
6058127,2023,Los Angeles Unified,Marina del Rey Middle,Intermediate/Middle Schools (Public),Traditional,0,90.77669903
6014609,2021,Keppel Union Elementary,Antelope Elementary,Elementary Schools (Public),Traditional,0,90.77490775
6009443,2021,Edison Elementary,Orangewood Elementary,Elementary Schools (Public),Traditional,0,90.77181208
6057905,2021,Los Angeles Unified,Richard E. Byrd Middle,Intermediate/Middle Schools (Public),Traditional,0,90.7716786
6103501,2021,Moreno Valley Unified,Butterfield Elementary,Elementary Schools (Public),Traditional,0,90.76923077
6017255,2023,Los Angeles Unified,Gault Street Elementary,Elementary Schools (Public),Traditional,0,90.76923077
6106900,2023,Palmdale Elementary,Chaparral Prep Academy,Elementary Schools (Public),Traditional,0,90.76923077
6020234,2022,Lynwood Unified,Janie P. Abbott Elementary,Elementary Schools (Public),Traditional,0,90.76305221
6029185,2022,Magnolia Elementary,Robert M. Pyles STEM Academy,Elementary Schools (Public),Traditional,0,90.75757576
6025225,2021,Ukiah Unified,Oak Manor Elementary,Elementary Schools (Public),Traditional,0,90.75630252
0139691,2023,Madera Unified,Matilda Torres High,High Schools (Public),Traditional,0,90.75462269
6117048,2021,Los Angeles Unified,ICEF View Park Preparatory Elementary,Elementary Schools (Public),Traditional,0,90.74889868
6011449,2021,Baldwin Park Unified,Kenmore Elementary,Elementary Schools (Public),Traditional,0,90.7480315
6058887,2023,Anaheim Union High,South Junior High,Intermediate/Middle Schools (Public),Traditional,0,90.74787972
6095012,2021,Panama-Buena Vista Union,Charles H. Castle Elementary,Elementary Schools (Public),Traditional,0,90.747782
6021489,2021,Paramount Unified,Harry Wirtz Elementary,Elementary Schools (Public),Traditional,0,90.73359073
6033930,2022,Sacramento City Unified,Elder Creek Elementary,Elementary Schools (Public),Traditional,0,90.73033708
6066674,2023,Panama-Buena Vista Union,Wayne Van Horn Elementary,Elementary Schools (Public),Traditional,0,90.72847682
6019970,2021,Los Angeles Unified,Wilshire Crest Elementary,Elementary Schools (Public),Traditional,0,90.72164948
6028575,2022,Garden Grove Unified,Linton T. Simmons Elementary,Elementary Schools (Public),Traditional,0,90.72164948
6014724,2023,Lancaster Elementary,Monte Vista Elementary,Elementary Schools (Public),Traditional,0,90.72039072
6021976,2021,Pomona Unified,Westmont Elementary,Elementary Schools (Public),Traditional,0,90.71038251
6040257,2023,San Diego Unified,Valencia Park Elementary,Elementary Schools (Public),Traditional,0,90.70904645
6020309,2023,Lynwood Unified,Will Rogers Elementary,Elementary Schools (Public),Traditional,0,90.7079646
6003255,2022,Oroville City Elementary,Oakdale Heights Elementary,Elementary Schools (Public),Traditional,0,90.70512821
6059158,2022,Riverside Unified,University Heights Middle,Intermediate/Middle Schools (Public),Traditional,0,90.70351759
6042600,2021,Stockton Unified,Grunsky Elementary,Elementary Schools (Public),Traditional,0,90.70247934
6055388,2021,Oxnard,Sierra Linda Elementary,Elementary Schools (Public),Traditional,0,90.70175439
6005805,2019,Golden Plains Unified,Cantua Elementary,Elementary Schools (Public),Traditional,0,90.7
106690,2019,Fairfax Elementary,Shirley Lane Elementary,Elementary Schools (Public),Traditional,0,90.7
6016489,2019,Los Angeles Unified,Cienega Elementary,Elementary Schools (Public),Traditional,0,90.7
6017545,2019,Los Angeles Unified,Heliotrope Avenue Elementary,Elementary Schools (Public),Traditional,0,90.7
6019020,2019,Los Angeles Unified,San Gabriel Avenue Elementary,Elementary Schools (Public),Traditional,0,90.7
6026116,2019,Greenfield Union Elementary,Mary Chapa Academy,Elementary Schools (Public),Traditional,0,90.7
6026124,2019,King City Union,Chalone Peaks Middle,Intermediate/Middle Schools (Public),Traditional,0,90.7
6107601,2019,Palm Springs Unified,Landau Elementary,Elementary Schools (Public),Traditional,0,90.7
125880,2019,Adelanto Elementary,El Mirage,Elementary Schools (Public),Traditional,0,90.7
6036669,2019,Rialto Unified,Morgan Elementary,Elementary Schools (Public),Traditional,0,90.7
122317,2019,San Bernardino City Unified,Hardy Brown College Prep,Elementary Schools (Public),Traditional,1,90.7
6037683,2019,Cajon Valley Union,Lexington Elementary,Elementary Schools (Public),Traditional,0,90.7
6042345,2019,Manteca Unified,Lincoln Elementary,Elementary Schools (Public),Traditional,0,90.7
6046270,2019,Alum Rock Union Elementary,O. S. Hubbard Elementary,Elementary Schools (Public),Traditional,0,90.7
131656,2019,San Jose Unified,ACE Inspire Academy,Intermediate/Middle Schools (Public),Traditional,1,90.7
125336,2019,Roseland,Roseland Creek Elementary,Elementary Schools (Public),Traditional,0,90.7
5430210,2019,Farmersville Unified,Farmersville High,High Schools (Public),Traditional,0,90.7
0100115,2021,Ontario-Montclair,Montera Elementary,Elementary Schools (Public),Traditional,0,90.69767442
6019095,2022,Los Angeles Unified,Second Street Elementary,Elementary Schools (Public),Traditional,0,90.69767442
6007025,2023,Pacific Union Elementary,Pacific Union Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,90.69767442
6012405,2021,Compton Unified,Tibby Elementary,Elementary Schools (Public),Traditional,0,90.69444444
6016968,2023,Los Angeles Unified,Euclid Avenue Elementary,Elementary Schools (Public),Traditional,0,90.69400631
6115224,2022,Parlier Unified,Parlier Junior High,Intermediate/Middle Schools (Public),Traditional,0,90.69306931
0124040,2022,Kern County Office of Education,Grow Academy Arvin,Elementary Schools (Public),Traditional,0,90.6918239
6026181,2021,Monterey Peninsula Unified,Del Rey Woods Elementary,Elementary Schools (Public),Traditional,0,90.69148936
6113393,2021,Anaheim Elementary,Olive Street Elementary,Elementary Schools (Public),Traditional,0,90.68825911
0108282,2023,San Diego Unified,Cherokee Point Elementary,Elementary Schools (Public),Traditional,0,90.68100358
6039879,2023,San Diego Unified,Linda Vista Elementary,Elementary Schools (Public),Traditional,0,90.6779661
6106967,2022,Moreno Valley Unified,Chaparral Hills Elementary,Elementary Schools (Public),Traditional,0,90.67641682
6008288,2023,Brawley Elementary,J. W. Oakley Elementary,Elementary Schools (Public),Traditional,0,90.67567568
6058762,2022,Salinas Union High,El Sausal Middle,Intermediate/Middle Schools (Public),Traditional,0,90.6755471
0107409,2021,Parlier Unified,S Ben Benavidez Elementary,Elementary Schools (Public),Traditional,0,90.66901408
6115125,2022,San Jacinto Unified,North Mountain Middle,Intermediate/Middle Schools (Public),Traditional,0,90.66820276
6010615,2021,Konocti Unified,Burns Valley,Elementary Schools (Public),Traditional,0,90.66666667
0137240,2021,Compton Unified,Ingenium Clarion Charter Middle,Intermediate/Middle Schools (Public),Traditional,0,90.66666667
6013197,2022,El Monte City,Gidley Elementary,Elementary Schools (Public),Traditional,0,90.66666667
6021398,2022,Paramount Unified,Wesley Gaines,Elementary Schools (Public),Traditional,0,90.66666667
6035810,2023,Fontana Unified,Live Oak Elementary,Elementary Schools (Public),Traditional,0,90.66666667
6108724,2021,Moreno Valley Unified,Hendrick Ranch Elementary,Elementary Schools (Public),Traditional,0,90.66427289
0133298,2022,Los Angeles Unified,PUC CALS Middle School and Early College High,K-12 Schools (Public),Traditional,0,90.66339066
6033617,2023,Twin Rivers Unified,Village Elementary,Elementary Schools (Public),Traditional,0,90.66339066
6011225,2021,Azusa Unified,Center Middle,Intermediate/Middle Schools (Public),Traditional,0,90.65743945
6116339,2022,Alvord Unified,Rosemary Kennedy Elementary,Elementary Schools (Public),Traditional,0,90.65656566
6116339,2023,Alvord Unified,Rosemary Kennedy Elementary,Elementary Schools (Public),Traditional,0,90.65656566
0115139,2022,Los Angeles Unified,Center for Advanced Learning,Elementary Schools (Public),Traditional,0,90.64748201
6026082,2023,Chualar Union,Chualar Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,90.64748201
6011514,2022,Baldwin Park Unified,Walnut Elementary,Elementary Schools (Public),Traditional,0,90.64587973
0101352,2022,San Francisco Unified,KIPP San Francisco Bay Academy,Intermediate/Middle Schools (Public),Traditional,0,90.64516129
6021158,2021,Palmdale Elementary,Manzanita Elementary,Elementary Schools (Public),Traditional,0,90.64039409
6047229,2021,Franklin-McKinley Elementary,Bridges Academy,Intermediate/Middle Schools (Public),Traditional,0,90.63444109
6018121,2023,Los Angeles Unified,Melvin Avenue Elementary,Elementary Schools (Public),Traditional,0,90.63360882
6025316,2021,Atwater Elementary,Aileen Colburn Elementary,Elementary Schools (Public),Traditional,0,90.63291139
0102780,2023,Hemet Unified,Diamond Valley Middle,Intermediate/Middle Schools (Public),Traditional,0,90.63079777
0116962,2021,Hemet Unified,Rancho Viejo Middle,Intermediate/Middle Schools (Public),Traditional,0,90.62801932
6050413,2021,Mountain Union Elementary,Montgomery Creek Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,90.625
6036768,2023,San Bernardino City Unified,Arrowhead Elementary,Elementary Schools (Public),Traditional,0,90.625
0101345,2023,San Diego Unified,KIPP Adelante Preparatory Academy,Intermediate/Middle Schools (Public),Traditional,1,90.625
6035174,2022,Adelanto Elementary,Adelanto Elementary,Elementary Schools (Public),Traditional,0,90.6122449
6054217,2022,Pleasant View Elementary,Pleasant View Elementary,Elementary Schools (Public),Traditional,0,90.61032864
6032445,2022,Palm Springs Unified,Rancho Mirage Elementary,Elementary Schools (Public),Traditional,0,90.60606061
6025407,2023,Delhi Unified,El Capitan Elementary,Elementary Schools (Public),Traditional,0,90.60606061
6052716,2023,Modesto City Elementary,William Garrison Elementary,Elementary Schools (Public),Traditional,0,90.60606061
6046015,2022,Santa Maria-Bonita,Fesler (Isaac) Junior High,Intermediate/Middle Schools (Public),Traditional,0,90.60542797
6017040,2021,Los Angeles Unified,Fifty-Fourth Street Elementary,Elementary Schools (Public),Traditional,0,90.60402685
6020002,2021,Los Angeles Unified,Winnetka Avenue Elementary,Elementary Schools (Public),Traditional,0,90.60240964
0109884,2022,Los Angeles Unified,James Jordan Middle,Intermediate/Middle Schools (Public),Traditional,0,90.60240964
110239,2019,Oakland Unified,Reach Academy,Elementary Schools (Public),Traditional,0,90.6
1030675,2019,Fresno Unified,Sunnyside High,High Schools (Public),Traditional,0,90.6
120311,2019,Inglewood Unified,ICEF Inglewood Middle Charter Academy,Intermediate/Middle Schools (Public),Traditional,1,90.6
6057814,2019,Long Beach Unified,Lindbergh STEM Academy,Intermediate/Middle Schools (Public),Traditional,0,90.6
106914,2019,Los Angeles Unified,Bellingham Elementary,Elementary Schools (Public),Traditional,0,90.6
119651,2019,Los Angeles Unified,Sun Valley High,High Schools (Public),Traditional,0,90.6
6016570,2019,Los Angeles Unified,Coliseum Street Elementary,Elementary Schools (Public),Traditional,0,90.6
6018972,2019,Los Angeles Unified,Rosemont Avenue Elementary,Elementary Schools (Public),Traditional,0,90.6
6118186,2019,Los Angeles Unified,Ellen Ochoa Learning Center,Elementary Schools (Public),Traditional,0,90.6
137406,2019,Sacramento City Unified,SAVA - Sacramento Academic and Vocational Academy - SCUSD,High Schools (Public),Traditional,1,90.6
6036230,2019,Ontario-Montclair,El Camino Elementary,Elementary Schools (Public),Traditional,0,90.6
6036388,2019,Ontario-Montclair,Ramona Elementary,Elementary Schools (Public),Traditional,0,90.6
112664,2019,Fairfield-Suisun Unified,Weir Preparatory Academy,Elementary Schools (Public),Traditional,0,90.6
5130125,2019,Yuba City Unified,Yuba City Charter,K-12 Schools (Public),Traditional,1,90.6
123661,2019,Lindsay Unified,Reagan Elementary,Elementary Schools (Public),Traditional,0,90.6
6108286,2019,Woodlake Unified,Castle Rock Elementary,Elementary Schools (Public),Traditional,0,90.6
0101352,2021,San Francisco Unified,KIPP San Francisco Bay Academy,Intermediate/Middle Schools (Public),Traditional,0,90.5982906
0111492,2022,Los Angeles Unified,Alliance Patti And Peter Neuwirth Leadership Academy,High Schools (Public),Traditional,0,90.5982906
6014492,2021,Inglewood Unified,Kelso (William H.) Elementary,Elementary Schools (Public),Traditional,0,90.59405941
1632207,2022,Corcoran Joint Unified,Corcoran High,High Schools (Public),Traditional,0,90.58693245
0122861,2023,Los Angeles Unified,Camino Nuevo Charter Academy #2,Elementary Schools (Public),Traditional,1,90.58295964
6012272,2021,Compton Unified,Emerson Elementary,Elementary Schools (Public),Traditional,0,90.58084772
6036602,2021,Rialto Unified,Bemis Elementary,Elementary Schools (Public),Traditional,0,90.57971014
3330354,2023,Coachella Valley Unified,West Shores High,High Schools (Public),Traditional,0,90.57692308
6013155,2022,El Monte City,Columbia Elementary,Elementary Schools (Public),Traditional,0,90.57377049
6023980,2021,Madera Unified,James Madison Elementary,Elementary Schools (Public),Traditional,0,90.56603774
0139915,2021,Sequoia Union High,KIPP Esperanza High,High Schools (Public),Traditional,0,90.56603774
6099485,2023,Calexico Unified,Kennedy Gardens Elementary,Elementary Schools (Public),Traditional,0,90.56603774
0134841,2023,Orange County Department of Education,Orange County Workforce Innovation High,High Schools (Public),Traditional,1,90.56603774
6014575,2021,Inglewood Unified,Woodworth-Monroe K-8 Academy,Elementary Schools (Public),Traditional,0,90.56047198
6002968,2022,Chico Unified,Chapman Elementary,Elementary Schools (Public),Traditional,0,90.55944056
6112296,2021,Robla Elementary,Glenwood Elementary,Elementary Schools (Public),Traditional,0,90.55793991
6035174,2021,Adelanto Elementary,Adelanto Elementary,Elementary Schools (Public),Traditional,0,90.5511811
0138701,2023,Wasco Union Elementary,James A. Forrest Elementary,Elementary Schools (Public),Traditional,0,90.54290718
6017032,2022,Los Angeles Unified,Fifteenth Street Elementary,Elementary Schools (Public),Traditional,0,90.54054054
0135608,2022,Ravenswood City Elementary,KIPP Valiant Community Prep,K-12 Schools (Public),Traditional,0,90.54054054
6014963,2023,Lennox,Jefferson Elementary,Elementary Schools (Public),Traditional,0,90.53876478
0109694,2023,Madera Unified,Jack G. Desmond Middle,Intermediate/Middle Schools (Public),Traditional,0,90.53876478
1931567,2022,Compton Unified,Centennial High,High Schools (Public),Traditional,0,90.5362776
6036867,2022,San Bernardino City Unified,Del Rosa Elementary,Elementary Schools (Public),Traditional,0,90.53497942
0109314,2023,Los Angeles Unified,Harvard Elementary,Elementary Schools (Public),Traditional,0,90.53030303
6110944,2021,Lodi Unified,Sutherland Elementary,Elementary Schools (Public),Traditional,0,90.52924791
6111447,2022,Val Verde Unified,Tomas Rivera Middle,Intermediate/Middle Schools (Public),Traditional,0,90.52734375
6011415,2021,Baldwin Park Unified,Elwin Elementary,Elementary Schools (Public),Traditional,0,90.52631579
6057210,2021,West Contra Costa Unified,Edward M. Downer Elementary,Elementary Schools (Public),Traditional,0,90.52419355
6059232,2022,Twin Rivers Unified,Foothill Ranch Middle,Intermediate/Middle Schools (Public),Traditional,0,90.52132701
6019145,2022,Los Angeles Unified,Seventy-Fourth Street Elementary,Elementary Schools (Public),Traditional,0,90.51987768
0126581,2021,Los Angeles Unified,Harry Bridges Span,Elementary Schools (Public),Traditional,0,90.51937345
0135954,2021,SBE - Celerity Himalia,ISANA Himalia Academy,Elemen Schools In 1 School Dist. (Public),Traditional,0,90.51603905
0111658,2021,Los Angeles Unified,Alliance Marc & Eva Stern Math and Science,High Schools (Public),Traditional,0,90.51580699
6054142,2022,Lindsay Unified,Jefferson Elementary,Elementary Schools (Public),Traditional,0,90.51094891
6042519,2023,Stockton Unified,August Elementary,Elementary Schools (Public),Traditional,0,90.51094891
6032031,2021,Lake Elsinore Unified,Elsinore Elementary,Elementary Schools (Public),Traditional,0,90.50966608
0125716,2021,Oakland Unified,Fremont High,High Schools (Public),Traditional,0,90.50701187
6016943,2021,Los Angeles Unified,Erwin Elementary,Elementary Schools (Public),Traditional,0,90.50632911
6018121,2021,Los Angeles Unified,Melvin Avenue Elementary,Elementary Schools (Public),Traditional,0,90.5027933
0128447,2022,Inyo County Office of Education,The Education Corps,High Schools (Public),Traditional,0,90.5027933
102988,2019,Oakland Unified,EnCompass Academy Elementary,Elementary Schools (Public),Traditional,0,90.5
6120125,2019,Fresno Unified,Hamilton Elementary,Elementary Schools (Public),Traditional,0,90.5
6006019,2019,Firebaugh-Las Deltas Unified,Firebaugh Middle,Intermediate/Middle Schools (Public),Traditional,0,90.5
6116933,2019,Long Beach Unified,Powell Academy for Success,Elementary Schools (Public),Traditional,0,90.5
117028,2019,Los Angeles Unified,Dr. James Edward Jones Primary Center,Elementary Schools (Public),Traditional,0,90.5
120022,2019,Los Angeles Unified,Valor Academy Middle,Intermediate/Middle Schools (Public),Traditional,1,90.5
122218,2019,Los Angeles Unified,Andres and Maria Cardenas Elementary,Elementary Schools (Public),Traditional,0,90.5
1930924,2019,Los Angeles Unified,Belmont Senior High,High Schools (Public),Traditional,0,90.5
6018881,2019,Los Angeles Unified,Morris K. Hamasaki Elementary,Elementary Schools (Public),Traditional,0,90.5
6066286,2019,Los Angeles Unified,Saturn Street Elementary,Elementary Schools (Public),Traditional,0,90.5
6110274,2019,Los Angeles Unified,Nueva Vista Elementary,Elementary Schools (Public),Traditional,0,90.5
126771,2019,Atwater Elementary,Bellevue Senior Elementary,Intermediate/Middle Schools (Public),Traditional,0,90.5
6030449,2019,Santa Ana Unified,Wilson Elementary,Elementary Schools (Public),Traditional,0,90.5
6030860,2019,Westminster,Schmitt Elementary,Elementary Schools (Public),Traditional,0,90.5
6031553,2019,Alvord Unified,Myra Linn Elementary,Elementary Schools (Public),Traditional,0,90.5
6032189,2019,Jurupa Unified,Mission Bell Elementary,Elementary Schools (Public),Traditional,0,90.5
6032395,2019,Palm Springs Unified,Cahuilla Elementary,Elementary Schools (Public),Traditional,0,90.5
6032452,2019,Palm Springs Unified,Vista del Monte Elementary,Elementary Schools (Public),Traditional,0,90.5
6033724,2019,Robla Elementary,Bell Avenue Elementary,Elementary Schools (Public),Traditional,0,90.5
6037626,2019,Cajon Valley Union,Emerald Middle,Intermediate/Middle Schools (Public),Traditional,0,90.5
107177,2019,San Diego Unified,Crawford High,High Schools (Public),Traditional,0,90.5
114041,2019,San Diego Unified,Joyner Elementary,Elementary Schools (Public),Traditional,0,90.5
6093264,2019,San Ysidro Elementary,Sunset Elementary,Elementary Schools (Public),Traditional,0,90.5
6110340,2023,Wasco Union Elementary,John L. Prueitt Elementary,Elementary Schools (Public),Traditional,0,90.49844237
1530252,2022,Kern High,Arvin High,High Schools (Public),Traditional,0,90.49429658
6054621,2023,Visalia Unified,Houston Elementary,Elementary Schools (Public),Traditional,0,90.49429658
6028310,2023,Garden Grove Unified,Dwight D. Eisenhower Elementary,Elementary Schools (Public),Traditional,0,90.48543689
0126797,2021,Los Angeles Unified,Aspire Centennial College Preparatory Academy,Intermediate/Middle Schools (Public),Traditional,0,90.47619048
6025506,2021,Livingston Union,Campus Park Elementary,Elementary Schools (Public),Traditional,0,90.47619048
6039168,2021,San Diego Unified,Balboa Elementary,Elementary Schools (Public),Traditional,0,90.47619048
6039382,2021,San Diego Unified,Chollas/Mead Elementary,Elementary Schools (Public),Traditional,0,90.47619048
6052716,2021,Modesto City Elementary,William Garrison Elementary,Elementary Schools (Public),Traditional,0,90.47619048
0125724,2023,Cinnabar Elementary,Cinnabar Elementary,Elementary Schools (Public),Traditional,0,90.47619048
6006464,2022,Fresno Unified,Roeding Elementary,Elementary Schools (Public),Traditional,0,90.46822742
1931963,2022,Compton Unified,Compton High,High Schools (Public),Traditional,0,90.46511628
1933449,2023,Azusa Unified,Gladstone High,High Schools (Public),Traditional,0,90.46104928
0126581,2022,Los Angeles Unified,Harry Bridges Span,Elementary Schools (Public),Traditional,0,90.4590459
0121053,2021,Anaheim Elementary,Ponderosa Elementary,Elementary Schools (Public),Traditional,0,90.45553145
6114193,2021,Porterville Unified,Monte Vista Elementary,Elementary Schools (Public),Traditional,0,90.45553145
6054258,2022,Porterville Unified,Olive Street Elementary,Elementary Schools (Public),Traditional,0,90.45383412
6010623,2021,Konocti Unified,East Lake,Elementary Schools (Public),Traditional,0,90.45226131
6008973,2021,Bakersfield City,Henry Eissler Elementary,Elementary Schools (Public),Traditional,0,90.45138889
0108910,2021,Los Angeles Unified,ISANA Nascent Academy,Elementary Schools (Public),Traditional,0,90.45138889
6009963,2022,Pond Union Elementary,Pond Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,90.4494382
6037014,2022,San Bernardino City Unified,Monterey Elementary,Elementary Schools (Public),Traditional,0,90.4494382
6036412,2023,Ontario-Montclair,Sultana Elementary,Elementary Schools (Public),Traditional,0,90.44684129
0133793,2021,Tulare Joint Union High,Accelerated Charter High,High Schools (Public),Traditional,0,90.44585987
6055545,2022,Santa Paula Unified,Barbara Webster Elementary,Elementary Schools (Public),Traditional,0,90.44585987
0106120,2023,Vista Unified,SIATech,High Schools (Public),Traditional,1,90.44414536
6001820,2021,Oakland Unified,Franklin Elementary,Elementary Schools (Public),Traditional,0,90.44368601
0109991,2022,Fresno County Office of Education,Crescent View West Public Charter,K-12 Schools (Public),Traditional,0,90.4432133
6025431,2021,Dos Palos Oro Loma Joint Unified,Dos Palos Elementary,Elementary Schools (Public),Traditional,0,90.43977055
6014831,2022,Lawndale Elementary,William Anderson Elementary,Elementary Schools (Public),Traditional,0,90.43624161
6111850,2023,Oxnard,R.J. Frank Academy of Marine Science & Engineering,Intermediate/Middle Schools (Public),Traditional,0,90.42145594
6021984,2021,Pomona Unified,La Verne Science and Technology Charter,Elementary Schools (Public),Traditional,0,90.41916168
6032957,2021,Twin Rivers Unified,Garden Valley Elementary,Elementary Schools (Public),Traditional,0,90.41916168
0139097,2023,Los Angeles Unified,Scholarship Prep - South Bay,Elementary Schools (Public),Traditional,1,90.41769042
6026124,2023,King City Union,Chalone Peaks Middle,Intermediate/Middle Schools (Public),Traditional,0,90.41713641
0108274,2023,San Diego Unified,Porter Elementary,Elementary Schools (Public),Traditional,0,90.41533546
6019491,2021,Los Angeles Unified,Birdielee V. Bright Elementary,Elementary Schools (Public),Traditional,0,90.4109589
6054233,2021,Porterville Unified,Belleview Elementary,Elementary Schools (Public),Traditional,0,90.4109589
3333192,2021,Desert Sands Unified,Indio High,High Schools (Public),Traditional,0,90.40501446
6006738,2019,Kings Canyon Joint Unified,Alta Elementary,Elementary Schools (Public),Traditional,0,90.4
6005813,2019,Caruthers Unified,Caruthers Elementary,Elementary Schools (Public),Traditional,0,90.4
6009799,2019,Mojave Unified,Mojave Elementary,Elementary Schools (Public),Traditional,0,90.4
6014724,2019,Lancaster Elementary,Monte Vista Elementary,Elementary Schools (Public),Traditional,0,90.4
6015614,2019,Long Beach Unified,Signal Hill Elementary,Elementary Schools (Public),Traditional,0,90.4
109199,2019,Los Angeles Unified,Lake Street Primary,Elementary Schools (Public),Traditional,0,90.4
123133,2019,Los Angeles Unified,Alliance Susan and Eric Smidt Technology High,High Schools (Public),Traditional,1,90.4
123984,2019,Los Angeles Unified,ISANA Cardinal Academy,Elementary Schools (Public),Traditional,1,90.4
6015952,2019,Los Angeles Unified,Barton Hill Elementary,Elementary Schools (Public),Traditional,0,90.4
6016638,2019,Los Angeles Unified,Betty Plasencia Elementary,Elementary Schools (Public),Traditional,0,90.4
6017396,2019,Los Angeles Unified,Griffin Avenue Elementary,Elementary Schools (Public),Traditional,0,90.4
6018055,2019,Los Angeles Unified,Marianna Avenue Elementary,Elementary Schools (Public),Traditional,0,90.4
6019236,2019,Los Angeles Unified,Sixth Avenue Elementary,Elementary Schools (Public),Traditional,0,90.4
6022461,2019,San Gabriel Unified,Roosevelt Elementary,Elementary Schools (Public),Traditional,0,90.4
101121,2019,Hemet Unified,McSweeny Elementary,Elementary Schools (Public),Traditional,0,90.4
6032247,2019,Jurupa Unified,West Riverside Elementary,Elementary Schools (Public),Traditional,0,90.4
6059398,2019,Fontana Unified,Alder Middle,Intermediate/Middle Schools (Public),Traditional,0,90.4
6036214,2019,Ontario-Montclair,Del Norte Elementary,Elementary Schools (Public),Traditional,0,90.4
0109595,2023,Pajaro Valley Unified,Cesar E. Chavez Middle,Intermediate/Middle Schools (Public),Traditional,0,90.39855072
6107635,2023,Palmdale Elementary,Palm Tree Elementary,Elementary Schools (Public),Traditional,0,90.39215686
6026082,2022,Chualar Union,Chualar Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,90.39145907
0110189,2023,Oakland Unified,McClymonds High,High Schools (Public),Traditional,0,90.39145907
6034169,2022,Sacramento City Unified,Nicholas Elementary,Elementary Schools (Public),Traditional,0,90.38817006
6005813,2021,Caruthers Unified,Caruthers Elementary,Elementary Schools (Public),Traditional,0,90.38674033
6105860,2021,Victor Elementary,Liberty Elementary,Elementary Schools (Public),Traditional,0,90.38461538
6112486,2021,Corning Union Elementary,Rancho Tehama Elementary,Elementary Schools (Public),Traditional,0,90.38461538
6014914,2021,Lawndale Elementary,F. D. Roosevelt Elementary,Elementary Schools (Public),Traditional,0,90.37735849
0137562,2022,Los Angeles Unified,Matrix for Success Academy,High Schools (Public),Traditional,0,90.37433155
3330214,2022,Banning Unified,Banning High,High Schools (Public),Traditional,0,90.37390613
1938554,2023,Los Angeles Unified,Sylmar Charter High,High Schools (Public),Traditional,1,90.37184595
